search_term,merchant_name,latitude,longitude,store_uuid,merchant_url
truly,Uber Eats - Culver's (525 W. Karsch Blvd.),37.78927,-90.42799,7402ef8f-de1f-51b4-b6e9-e54fb960fc4a,https://www.ubereats.com/store/culvers-525-w-karsch-blvd/dALvj94fUbS26eVPuWD8Sg
