search_terms,additional_data,merchant_name
"[""truly""]","{""latitude"": ""29.8963521"", ""store_id"": ""89f0bbe1-be6e-4a5d-9c95-ff2201cbd3c2"", ""longitude"": ""-95.7178252""}",Uber Eats - 7-Eleven (8040 Fry Road)
"[""truly""]","{""latitude"": ""37.32395"", ""store_id"": ""730de318-ec05-5a83-8acb-256842a924a3"", ""longitude"": ""-121.8205""}","Uber Eats - FoodMaxx Beer, Wine & Spirits (1972 TULLY ROAD)"
"[""truly""]","{""latitude"": ""35.5171519"", ""store_id"": ""077a9ad8-9424-43b2-9231-bdbfe72e688f"", ""longitude"": ""-81.004851""}",Uber Eats - 7-Eleven (2821 Business 16 Hwy)
"[""truly""]","{""latitude"": ""28.5224433"", ""store_id"": ""77b74b84-4683-59de-8ea1-b5fa23fd5e26"", ""longitude"": ""-81.3112276""}",Uber Eats - Sedano's (5660 Curry Ford Road)
"[""truly""]","{""latitude"": ""33.7524604"", ""store_id"": ""ee93b4c2-0272-5383-80f5-95a676b77296"", ""longitude"": ""-96.5377833""}",Uber Eats - Albertsons (200 W Crawford St)
"[""truly""]","{""latitude"": ""40.6611858"", ""store_id"": ""c556de5b-e2e8-55a9-a2f1-5b60f752e973"", ""longitude"": ""-74.2089612""}",Uber Eats - Payless Liquors
"[""truly""]","{""latitude"": ""34.0119683"", ""store_id"": ""b275753e-4034-43ce-9fac-918c54e84ee6"", ""longitude"": ""-118.0862338""}",Uber Eats - 7-Eleven (8650 E Beverly Blv)
"[""truly""]","{""latitude"": ""37.3759326"", ""store_id"": ""d5f84121-2677-5e82-9fdd-f1a42f854a36"", ""longitude"": ""-79.1853676""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""33.9817574"", ""store_id"": ""654bcd22-cc1b-4212-ba80-1e39b91b1dbf"", ""longitude"": ""-118.1413779""}",Uber Eats - 7-Eleven (6810 E Slauson Ave)
"[""truly""]","{""latitude"": ""29.901477"", ""store_id"": ""9acb0fcb-4051-4ed3-ab99-e064a4d46c2f"", ""longitude"": ""-95.4649061""}",Uber Eats - 7-Eleven (11720 Tomball Parkway)
"[""truly""]","{""latitude"": ""30.2511196"", ""store_id"": ""bc0c3ff7-de3b-5f6c-972b-aeee34fc8e7b"", ""longitude"": ""-98.8951065""}",Uber Eats - 7-Eleven (2204 Hwy 16 South)
"[""truly""]","{""latitude"": ""29.529980559450603"", ""store_id"": ""1b375488-6092-40ab-b21e-c93ac4c0daa4"", ""longitude"": ""-95.50881432581143""}",Uber Eats - BIG BOTTLE LIQUOR STORE-2
"[""truly""]","{""latitude"": ""44.8631539"", ""store_id"": ""f7c69ef2-7770-4e53-b201-d5bf61b8b275"", ""longitude"": ""-93.4847672""}",Uber Eats - Walgreens (16395 Wagner Way)
"[""truly""]","{""latitude"": ""35.6175365"", ""store_id"": ""ddfa4cb0-19a6-5b70-94c5-20ebc7694e8d"", ""longitude"": ""-77.6033233""}",Uber Eats - Speedway (5454 Highway 258)
"[""truly""]","{""latitude"": ""40.769458"", ""store_id"": ""ff12cc32-5334-5322-bb28-b4df0f90a230"", ""longitude"": ""-73.988635""}",Uber Eats - Abbey Road Wine and Spirits
"[""truly""]","{""latitude"": ""31.92881"", ""store_id"": ""c9e55557-d2d1-5787-944a-efeb7de53226"", ""longitude"": ""-106.40692""}",Uber Eats - Delek (10900 McCombs)
"[""truly""]","{""latitude"": ""39.7525807"", ""store_id"": ""4fa58675-5f10-5ff7-adbd-edd19adfc96f"", ""longitude"": ""-121.6091348""}",Uber Eats - Hootch Hut
"[""truly""]","{""latitude"": ""28.8159748"", ""store_id"": ""7dcf77c0-81ac-49c9-bb81-6d11544d6a33"", ""longitude"": ""-81.6283057""}",Uber Eats - 7-Eleven (19955 U.S. Highway 441)
"[""truly""]","{""latitude"": ""40.7844382"", ""store_id"": ""7170fdcc-6b62-4860-9151-f3ff20a82286"", ""longitude"": ""-73.9521511""}",Uber Eats - West Coast Wines & Liquor 
"[""truly""]","{""latitude"": ""33.6770567"", ""store_id"": ""4c7bd142-19ff-5924-8416-846dc562ec2e"", ""longitude"": ""-117.9873562""}","Uber Eats - Albertsons Beer, Wine & Spirits (19640 Beach Blvd)"
"[""truly""]","{""latitude"": ""44.8317175"", ""store_id"": ""bc96163d-81d3-5014-9d1b-ebf9afd7fa17"", ""longitude"": ""-93.1609427""}",Uber Eats - Cub (1276 Town Centre Dr )
"[""truly""]","{""latitude"": ""39.59628073100958"", ""store_id"": ""30b0d35c-bae3-5d5b-afb6-45ab8009ca83"", ""longitude"": ""-104.89100036398352""}",Uber Eats - Molly's Spirits #2 (8557 East Arapahoe Road)
"[""truly""]","{""latitude"": ""32.6494584"", ""store_id"": ""d9b14cc9-6a68-5500-a724-33f2175bc670"", ""longitude"": ""-97.1367657""}",Uber Eats - Albertsons (5950 S Cooper St)
"[""truly""]","{""latitude"": ""33.221484"", ""store_id"": ""981596c4-6b5c-4106-8665-4533b84f2e6e"", ""longitude"": ""-96.9367688""}",Uber Eats - Walgreens (26731 Us Highway 380 E)
"[""truly""]","{""latitude"": ""40.40539"", ""store_id"": ""e5e72b68-2620-5330-b6b2-49a24862649b"", ""longitude"": ""-104.73449""}",Uber Eats - Westlake Wine & Spirits
"[""truly""]","{""latitude"": ""34.0133698"", ""store_id"": ""40e1fb52-170b-4909-a718-79d78f4f2164"", ""longitude"": ""-118.4171275""}",Uber Eats - 7-Eleven (11143 Venice Blvd)
"[""truly""]","{""latitude"": ""38.7129397"", ""store_id"": ""6fa55403-5ccf-432a-bf96-2be9f9094782"", ""longitude"": ""-121.3635902""}",Uber Eats - Rite Aid (4300 Elverta Rd)
"[""truly""]","{""latitude"": ""37.22931"", ""store_id"": ""52df87f2-f310-5e31-a9c5-9344529da77c"", ""longitude"": ""-121.88579""}","Uber Eats - Lucky California Beer, Wine & Spirits (6109 MERIDIAN AVE)"
"[""truly""]","{""latitude"": ""44.0450979"", ""store_id"": ""3cc4d5b8-827c-509f-9a56-a01cc33ee100"", ""longitude"": ""-123.0061335""}",Uber Eats - Grocery Outlet (Springfield)
"[""truly""]","{""latitude"": ""33.6583211"", ""store_id"": ""8be20ef3-e59d-4b42-a397-bce056aa0a02"", ""longitude"": ""-118.000979""}",Uber Eats - Surf City Market
"[""truly""]","{""latitude"": ""28.0250723"", ""store_id"": ""0c60edef-d571-4ab6-92ce-1125eda31e84"", ""longitude"": ""-82.4673417""}",Uber Eats - 7-Eleven (824 W Waters)
"[""truly""]","{""latitude"": ""31.761194"", ""store_id"": ""8b331979-4cc7-4071-8f90-44ed7af2d37f"", ""longitude"": ""-106.2668525""}",Uber Eats - Walgreens (12201 Montwood Dr)
"[""truly""]","{""latitude"": ""31.647901"", ""store_id"": ""e0e1012e-1c72-51eb-847e-1636004e4f33"", ""longitude"": ""-94.6536357""}",Uber Eats - Spec's (Nacogdoches)
"[""truly""]","{""latitude"": ""32.6602345"", ""store_id"": ""1ca3df08-2f0c-5d99-ac15-4a3390f7a853"", ""longitude"": ""-117.032404""}",Uber Eats - Vons (4404 Bonita Rd)
"[""truly""]","{""latitude"": ""26.1861074"", ""store_id"": ""5708eb84-02d3-4279-9b37-0ff6d2e0f740"", ""longitude"": ""-80.2042199""}",Uber Eats - 7-Eleven (4999 N State Rd 7)
"[""truly""]","{""latitude"": ""35.5854424"", ""store_id"": ""a77ba48c-4803-4bc1-80a6-fa3e00305f24"", ""longitude"": ""-120.6984921""}",Uber Eats - BevMo! (2135 Theatre Dr)
"[""truly""]","{""latitude"": ""34.1714859"", ""store_id"": ""5fb50b57-22e4-45da-a882-9caad96cc17a"", ""longitude"": ""-118.8388842""}",Uber Eats - Thousand Oaks Liquor
"[""truly""]","{""latitude"": ""41.7820506"", ""store_id"": ""63e51682-9cee-5d10-9339-1e56b43e1c47"", ""longitude"": ""-88.2823722""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""43.58892744582251"", ""store_id"": ""59dcbf0d-1a21-5133-84ab-3c123581fe6a"", ""longitude"": ""-116.21560324103136""}",Uber Eats - Albertsons (1653 S Vista Ave)
"[""truly""]","{""latitude"": ""40.7677782"", ""store_id"": ""a0e0140c-ac89-44f9-a67b-28430bae3b54"", ""longitude"": ""-73.9378333""}",Uber Eats - KH&H Liquors
"[""truly""]","{""latitude"": ""40.6365725"", ""store_id"": ""373c2faf-96cf-5f73-94b6-e2eda1ef02ca"", ""longitude"": ""-74.0122191""}",Uber Eats - 7th Ave Wine and Spirits
"[""truly""]","{""latitude"": ""30.0611477"", ""store_id"": ""7a82b7cf-5a5b-45d2-8d78-37eb7bdcae8b"", ""longitude"": ""-97.8336774""}",Uber Eats - Buda Liquor
"[""truly""]","{""latitude"": ""25.9556892"", ""store_id"": ""6d3cffba-e69b-592a-9077-e313496690c9"", ""longitude"": ""-81.7247352""}",Uber Eats - ABC Fine Wine & Spirits (Marco Island)
"[""truly""]","{""latitude"": ""33.8320453"", ""store_id"": ""ffe1249c-ecbd-5c99-855c-25e6ad590267"", ""longitude"": ""-118.1847288""}",Uber Eats - Corked - Bixby/Atlantic
"[""truly""]","{""latitude"": ""32.8342177"", ""store_id"": ""7b9a8874-bfc6-5c07-a1af-1086c480d076"", ""longitude"": ""-117.1790582""}",Uber Eats - Par Liquor - Clairemont Mesa Boulevard
"[""truly""]","{""latitude"": ""35.12745373257419"", ""store_id"": ""19c37d9b-c07f-5505-9518-7080f04ee016"", ""longitude"": ""-85.24273488711319""}",Uber Eats - Northgate Liquor
"[""truly""]","{""latitude"": ""40.2193319"", ""store_id"": ""747fd68a-c06a-4b09-a4d1-2f12307307ef"", ""longitude"": ""-85.3864105""}",Uber Eats - Walgreens (100 E Mcgalliard Rd)
"[""truly""]","{""latitude"": ""28.6607014"", ""store_id"": ""bfc6fe66-9bcb-549c-8d8e-1dcb8270cb66"", ""longitude"": ""-81.1780872""}",Uber Eats - Vintage Liquors
"[""truly""]","{""latitude"": ""26.0096294"", ""store_id"": ""c4e1ca9a-b0ac-5615-b295-8830a1bd52fc"", ""longitude"": ""-80.2487591""}",Uber Eats - Chevron ExtraMile (50 North University Dr)
"[""truly""]","{""latitude"": ""38.406922"", ""store_id"": ""70138656-e3f4-46d4-83d4-c128cad1e932"", ""longitude"": ""-78.9065868""}",Uber Eats - 7-Eleven (3240 S Main St)
"[""truly""]","{""latitude"": ""29.9902017"", ""store_id"": ""c1799433-dc2d-5f79-8890-824e2eb8fe50"", ""longitude"": ""-95.4996784""}",Uber Eats - Spec's (Stueber Airline Rd)
"[""truly""]","{""latitude"": ""41.7807717"", ""store_id"": ""2dd4f45c-a8b3-5db6-a0a0-03f0eb3c3711"", ""longitude"": ""-88.182381""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""32.9876966"", ""store_id"": ""b218b91b-c10b-5356-a1f2-0b910b619c17"", ""longitude"": ""-97.236097""}",Uber Eats - Spec's (Westlake)
"[""truly""]","{""latitude"": ""31.77831"", ""store_id"": ""badc9328-ad6f-53f3-b402-90395e2aeee8"", ""longitude"": ""-106.4875""}",Uber Eats - Delek (1733 Brown St.)
"[""truly""]","{""latitude"": ""33.6231311"", ""store_id"": ""a9bb7c9b-1a39-5e77-a183-0ba357b2fa91"", ""longitude"": ""-111.7180618""}",Uber Eats - Adobe Wine & Liquors
"[""truly""]","{""latitude"": ""35.6269357"", ""store_id"": ""39848fd3-fffd-4bef-abbd-6c4358b382c0"", ""longitude"": ""-82.5526614""}",Uber Eats - Walgreens (841 Merrimon Ave)
"[""truly""]","{""latitude"": ""34.0792"", ""store_id"": ""e329960e-7dc1-5ce9-bcbf-444a7293286a"", ""longitude"": ""-98.55842""}",Uber Eats - Delek (918 Sheppard Road)
"[""truly""]","{""latitude"": ""37.8254751"", ""store_id"": ""434ed3e4-daba-5e60-85b6-a15f5bbdb3fa"", ""longitude"": ""-122.209021""}","Uber Eats - Safeway Beer, Wine & Spirits (2096 Mountain Blvd)"
"[""truly""]","{""latitude"": ""42.2486181"", ""store_id"": ""9f9e1674-6517-4d6a-914b-9917076f65b6"", ""longitude"": ""-88.3228388""}",Uber Eats - 7-Eleven (60 W Terra Cotta)
"[""truly""]","{""latitude"": ""42.5084121"", ""store_id"": ""da33e8b4-148c-56c4-871b-f88c6095f10e"", ""longitude"": ""-83.0063308""}",Uber Eats - Warren Liquor Shoppe
"[""truly""]","{""latitude"": ""33.700936"", ""store_id"": ""cf3e1b7b-85e6-4534-8a41-13dd749b6680"", ""longitude"": ""-117.9903331""}",Uber Eats - Lifeline Liquor Market
"[""truly""]","{""latitude"": ""33.4158788"", ""store_id"": ""fa4d6c1b-497e-5191-9e6f-6e250e204ea7"", ""longitude"": ""-86.8065079""}",Uber Eats - Vestavia Package Store
"[""truly""]","{""latitude"": ""32.9117229"", ""store_id"": ""fbb157d2-8a83-5ed1-a379-d8b519462d2b"", ""longitude"": ""-96.9567194""}",Uber Eats - Total Wine & More (Las Colinas)
"[""truly""]","{""latitude"": ""34.0496953"", ""store_id"": ""3bddd03a-fb05-4b7a-8bd8-0299e117d3cd"", ""longitude"": ""-118.4600641""}",Uber Eats - 7-Eleven (11656 Wilshire Blvd)
"[""truly""]","{""latitude"": ""37.3600816"", ""store_id"": ""b42a9ade-4772-59ef-99d2-2ba691fb9e1c"", ""longitude"": ""-79.181303""}",Uber Eats - Speedway (3001 WARDS ROAD)
"[""truly""]","{""latitude"": ""26.9100153"", ""store_id"": ""59adb868-c267-46cf-bb09-721dc6deae31"", ""longitude"": ""-82.0423479""}",Uber Eats - 7-Eleven (3139 Tamiami Tr)
"[""truly""]","{""latitude"": ""28.4242917"", ""store_id"": ""99e38cc8-0aae-5b5d-abff-70c6676b2265"", ""longitude"": ""-82.6452046""}",Uber Eats - Tilted Barrel Liquors
"[""truly""]","{""latitude"": ""45.5056296"", ""store_id"": ""1d473c2c-b64e-5c3a-94ea-2b4d99a9803c"", ""longitude"": ""-122.4167547""}",Uber Eats - Safeway Beer & Wine (1455 NE Division St)
"[""truly""]","{""latitude"": ""38.14235"", ""store_id"": ""c8621973-0078-5cea-94b8-116ca8cace5d"", ""longitude"": ""-90.58027""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""33.511271617738615"", ""store_id"": ""02dd2570-6e78-52cc-adb9-810bed46dc0a"", ""longitude"": ""-112.01478848817895""}","Uber Eats - Safeway Beer, Wine & Spirits (3132 E Camelback Rd)"
"[""truly""]","{""latitude"": ""39.4237667"", ""store_id"": ""c9bd19aa-398c-4ebf-be7b-1b2ba0de0571"", ""longitude"": ""-76.37122""}",Uber Eats - Walgreens (300 Pulaski Highway)
"[""truly""]","{""latitude"": ""35.6129059"", ""store_id"": ""2bdaf4c4-7f6f-418d-b211-28e8f87fdf72"", ""longitude"": ""-82.6323069""}",Uber Eats - Walgreens (578 New Leicester Hwy)
"[""truly""]","{""latitude"": ""40.7778255"", ""store_id"": ""d50dc923-0ba7-4fd8-95f9-7be8d6d5722c"", ""longitude"": ""-73.9856906""}",Uber Eats - Bin 70 Wine
"[""truly""]","{""latitude"": ""36.3136721"", ""store_id"": ""a1829ed3-2bfb-4075-8703-307fd8ce5e9d"", ""longitude"": ""-119.7803977""}",Uber Eats - 7-Eleven (1110 N Lemoore Ave)
"[""truly""]","{""latitude"": ""40.7453986"", ""store_id"": ""b68d4f37-c93e-4b88-96df-96ba4d624954"", ""longitude"": ""-73.9991095""}",Uber Eats - Philippe Liquors
"[""truly""]","{""latitude"": ""38.5748533"", ""store_id"": ""b72c976b-e7a3-5828-8c6b-f5d6d602fc23"", ""longitude"": ""-121.4171152""}",Uber Eats - Raley's (2075 Fair Oaks Blvd)
"[""truly""]","{""latitude"": ""38.9164723"", ""store_id"": ""e8416114-3c3f-410a-8387-6f8dca1dc0dc"", ""longitude"": ""-94.3383343""}",Uber Eats - Walgreens (1801 E Langsford Rd)
"[""truly""]","{""latitude"": ""25.9794955"", ""store_id"": ""82947e3e-b899-5416-bd4e-2366e5fc3020"", ""longitude"": ""-80.3132801""}",Uber Eats - Speedway (12461 MIRAMAR PKWY)
"[""truly""]","{""latitude"": ""28.1884182"", ""store_id"": ""cb953186-4981-50be-92fd-e596fd1e90fe"", ""longitude"": ""-82.7408199""}",Uber Eats - Speedway (2023 US HIGHWAY 19)
"[""truly""]","{""latitude"": ""30.6334661"", ""store_id"": ""0ac9a0da-7f1a-40a0-aaeb-c4e5ddb3b263"", ""longitude"": ""-97.6999128""}",Uber Eats - Walgreens (1220 W University Ave)
"[""truly""]","{""latitude"": ""34.0924002"", ""store_id"": ""22d5626c-68b4-5c70-bd44-9ae591080499"", ""longitude"": ""-118.2823671""}",Uber Eats - Erewhon: Groceries (Silver Lake)
"[""truly""]","{""latitude"": ""27.3481266"", ""store_id"": ""751851f4-17b7-4e58-af36-5ded23c11d7f"", ""longitude"": ""-82.5135146""}",Uber Eats - 7-Eleven (1150 N Tuttle Ave)
"[""truly""]","{""latitude"": ""40.7974571"", ""store_id"": ""fdce81d1-a5aa-5f3e-a1c2-dced32a40c2a"", ""longitude"": ""-73.9694409""}",Uber Eats - 100 St Wine And Liquor
"[""truly""]","{""latitude"": ""39.5122034"", ""store_id"": ""c8f043cc-2d66-53e0-9b1c-bcdf1ebb7fd1"", ""longitude"": ""-84.7508221""}",Uber Eats - KDS Express
"[""truly""]","{""latitude"": ""42.8493276"", ""store_id"": ""e3e921ac-58a1-46e1-8c77-821d0a40e494"", ""longitude"": ""-106.2714833""}",Uber Eats - Walgreens (190 Se Wyoming Blvd)
"[""truly""]","{""latitude"": ""29.8199231"", ""store_id"": ""6848b743-576f-4939-9125-c30ece253bb0"", ""longitude"": ""-95.4598655""}",Uber Eats - Walgreens (3403 Mangum Rd)
"[""truly""]","{""latitude"": ""45.30262"", ""store_id"": ""280b2ffc-bd06-4f7a-8197-62712ea749e2"", ""longitude"": ""-93.55567""}",Uber Eats - Walgreens (18267 Carson Ct Nw)
"[""truly""]","{""latitude"": ""33.5089869"", ""store_id"": ""730a5ae6-bff5-54a4-9895-e672c8b1ef10"", ""longitude"": ""-111.8997893""}",Uber Eats - Food-N-Things Deli and More
"[""truly""]","{""latitude"": ""38.8214535"", ""store_id"": ""e5c016d9-6604-5a58-b1fa-96f929050dc1"", ""longitude"": ""-90.6982697""}",Uber Eats - North Main Liquor
"[""truly""]","{""latitude"": ""28.8490832"", ""store_id"": ""f654de0e-d572-565c-8502-2ecfa624f10f"", ""longitude"": ""-82.2755392""}",Uber Eats - Speedway (9515 E GULF TO LAKE HWY)
"[""truly""]","{""latitude"": ""38.59854"", ""store_id"": ""67cc177d-cff8-43e1-ae3f-b3046de6deb7"", ""longitude"": ""-121.38358""}",Uber Eats - ampm (1855 Watt Ave)
"[""truly""]","{""latitude"": ""38.8182"", ""store_id"": ""ec5e52c8-7ecc-5d20-9e30-1063a3cfc334"", ""longitude"": ""-121.18856""}",Uber Eats - Raley's (6119 Horseshoe Bar Road)
"[""truly""]","{""latitude"": ""39.7990767"", ""store_id"": ""e70eed3a-21cd-4af1-93e9-e3e0bbaf039a"", ""longitude"": ""-85.7692537""}",Uber Eats - Walgreens (1195 N State St)
"[""truly""]","{""latitude"": ""38.77279"", ""store_id"": ""4f2158f3-0820-526f-866e-7189b7de9547"", ""longitude"": ""-90.30417""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""40.773469"", ""store_id"": ""05627373-4e4f-49d4-b4f7-b59fc883b568"", ""longitude"": ""-73.916589""}",Uber Eats - Astoria Park Wine & Spirits
"[""truly""]","{""latitude"": ""34.1644151"", ""store_id"": ""b735c3db-1abc-4e81-aabf-0b90674c06d3"", ""longitude"": ""-117.2847084""}",Uber Eats - 7-Eleven (3993 N Sierra Ave)
"[""truly""]","{""latitude"": ""31.77883"", ""store_id"": ""9df0b225-9508-5362-aadf-a25d9f5c3603"", ""longitude"": ""-106.45119""}",Uber Eats - Delek (501 N. Copia)
"[""truly""]","{""latitude"": ""32.8890149"", ""store_id"": ""2e45d3d5-8db6-5f47-ae64-64eedb759be7"", ""longitude"": ""-96.7716489""}",Uber Eats - Tom Thumb Beer & Wine (10455 N Central Expwy)
"[""truly""]","{""latitude"": ""28.0685344"", ""store_id"": ""dd8a849a-24f5-4128-91a5-161dfc94415e"", ""longitude"": ""-82.3941747""}",Uber Eats - Bulls Discount Beverage
"[""truly""]","{""latitude"": ""33.5926834"", ""store_id"": ""dcbe6593-c6ec-442b-b993-11f864c026d2"", ""longitude"": ""-101.9382178""}",Uber Eats - Endzone Liquor
"[""truly""]","{""latitude"": ""38.7076874"", ""store_id"": ""78d923ba-7d55-4a31-8e25-ae4b022602c4"", ""longitude"": ""-121.3150021""}",Uber Eats - 7-Eleven (6401 Antelope Rd)
"[""truly""]","{""latitude"": ""33.8753349"", ""store_id"": ""056ea01b-f0d2-473a-b55c-47460d7b9e30"", ""longitude"": ""-98.5617926""}",Uber Eats - Walgreens (4600 Kell Blvd)
"[""truly""]","{""latitude"": ""26.6706293"", ""store_id"": ""ea122914-6612-5c29-aff1-314f8a0aae53"", ""longitude"": ""-81.8828363""}",Uber Eats - Speedway (1365 N TAMIAMI TRL)
"[""truly""]","{""latitude"": ""33.6348295"", ""store_id"": ""4c70154d-b933-487c-b4e3-0892f547ee18"", ""longitude"": ""-117.9188084""}",Uber Eats - Rite Aid (211 E 17Th St)
"[""truly""]","{""latitude"": ""41.0225136"", ""store_id"": ""e70a9635-48d7-4b46-b8ff-8c2b618672cc"", ""longitude"": ""-73.7751086""}",Uber Eats - Aries Wines & Spirits
"[""truly""]","{""latitude"": ""30.4302986"", ""store_id"": ""6bc7fd80-f5f7-5bb8-a9bb-dbb42d881823"", ""longitude"": ""-81.6614885""}",Uber Eats - ABC Fine Wine & Spirits (Dunn Avenue)
"[""truly""]","{""latitude"": ""28.5129706"", ""store_id"": ""1bf6db27-ba16-46e0-ab52-133ab3aa3108"", ""longitude"": ""-81.1534476""}",Uber Eats - 7-Eleven (3589 Avalon Park East Blv)
"[""truly""]","{""latitude"": ""34.43619"", ""store_id"": ""c2cecd1e-77b7-4ec4-8d27-e35dd3fa3b00"", ""longitude"": ""-119.72621""}",Uber Eats - Pink Dot De la Vina (Operated by De la Vina Liquor)
"[""truly""]","{""latitude"": ""32.43023"", ""store_id"": ""8825f5b2-4636-5d70-8674-89cc03bc1336"", ""longitude"": ""-99.65146""}",Uber Eats - Delek (4673 FM 18)
"[""truly""]","{""latitude"": ""34.9626929"", ""store_id"": ""ce6dde8a-b29e-5f51-9891-494d19dfd2f6"", ""longitude"": ""-89.866517""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""33.8266144"", ""store_id"": ""bbac306f-ee46-51e5-9fae-034c0e0b78c2"", ""longitude"": ""-117.9105077""}",Uber Eats - Liquor Mart
"[""truly""]","{""latitude"": ""32.8375719"", ""store_id"": ""98724b58-1421-5509-a8f0-72833a31d53c"", ""longitude"": ""-116.9868284""}","Uber Eats - Vons Beer, Wine & Spirits (9643 Mission Gorge Rd)"
"[""truly""]","{""latitude"": ""33.7474446"", ""store_id"": ""4cfa90a0-94ac-4b35-8ed7-c79ba1597b95"", ""longitude"": ""-116.9285569""}",Uber Eats - 7-Eleven (41995 Florida Ave)
"[""truly""]","{""latitude"": ""34.31423052402031"", ""store_id"": ""fa8e0da1-518a-5eca-b013-cc445a51ebee"", ""longitude"": ""-84.5498381129346""}",Uber Eats - Waleska Liquor
"[""truly""]","{""latitude"": ""38.4222012"", ""store_id"": ""fd5ebfc1-47a5-54da-b387-fd4ed88f6573"", ""longitude"": ""-121.4455561""}",Uber Eats - Bel Air (5100 Laguna Blvd.)
"[""truly""]","{""latitude"": ""32.1905624"", ""store_id"": ""0cd3f86a-87d8-5848-9066-faaeb32fb78b"", ""longitude"": ""-110.7909635""}",Uber Eats - Safeway (9460 E Golf Links Rd)
"[""truly""]","{""latitude"": ""25.9345444"", ""store_id"": ""2ff19d39-fd2e-5d94-8884-8c457f20eb48"", ""longitude"": ""-81.6993755""}",Uber Eats - Walgreens Alcohol
"[""truly""]","{""latitude"": ""27.4983775"", ""store_id"": ""0b354cf4-bf0c-4240-86ef-ac63fe961466"", ""longitude"": ""-99.4517167""}",Uber Eats - Stripes (4320 Sh 359)
"[""truly""]","{""latitude"": ""33.5391873"", ""store_id"": ""ee31b9c6-2602-5e9c-beda-1130aac9bd99"", ""longitude"": ""-112.0622452""}","Uber Eats - Safeway Beer, Wine & Spirits (810 E Glendale Ave)"
"[""truly""]","{""latitude"": ""34.276004"", ""store_id"": ""9389dedc-4e87-492c-b0c2-1cf6cb122696"", ""longitude"": ""-119.256493""}",Uber Eats - Valley Liquor & Fine Wine
"[""truly""]","{""latitude"": ""36.1743861"", ""store_id"": ""caadfb15-229b-58a3-9702-c6606c23336a"", ""longitude"": ""-86.3015747""}",Uber Eats - GOLDEN BEAR LIQUOR
"[""truly""]","{""latitude"": ""38.4949829"", ""store_id"": ""991ac8d0-0dd2-5c3a-a1d5-8b786e0c04f8"", ""longitude"": ""-121.4607435""}","Uber Eats - FoodMaxx Beer, Wine & Spirits (3860 FLORIN ROAD)"
"[""truly""]","{""latitude"": ""32.26928"", ""store_id"": ""c380b3ca-e34d-5b4d-845f-9877eaa17dbd"", ""longitude"": ""-101.38601""}",Uber Eats - Rocket Liquor
"[""truly""]","{""latitude"": ""26.0635316"", ""store_id"": ""7befcf16-afb7-4458-bcd4-4111dca438ef"", ""longitude"": ""-80.2808863""}",Uber Eats - 7-Eleven (10000 Griffin Rd)
"[""truly""]","{""latitude"": ""40.6699425"", ""store_id"": ""be1b3262-e8ea-5f66-8d0f-8e1205f6a54a"", ""longitude"": ""-73.921749""}",Uber Eats - Food Bazaar (1682 St. John's Place)
"[""truly""]","{""latitude"": ""40.7580162"", ""store_id"": ""c4488049-8a42-4606-9666-f7b1c743f798"", ""longitude"": ""-73.8617128""}",Uber Eats - New York Flowers
"[""truly""]","{""latitude"": ""42.2549221"", ""store_id"": ""b7bd7889-ca62-5f05-8099-8a7d8a5dd9f7"", ""longitude"": ""-71.168882""}",Uber Eats - Total Wine & More (Dedham)
"[""truly""]","{""latitude"": ""35.9067434"", ""store_id"": ""21e03b31-8ab4-4c22-875e-9a696f4e666b"", ""longitude"": ""-79.0216942""}",Uber Eats - Walgreens (1106 Environ Way)
"[""truly""]","{""latitude"": ""28.6108845"", ""store_id"": ""0a36edd4-4248-40dd-9a28-c80ae6468773"", ""longitude"": ""-81.451197""}",Uber Eats - 7-Eleven (5494 Clarona-Ocoee Rd)
"[""truly""]","{""latitude"": ""44.8930247"", ""store_id"": ""c772023e-0bce-5509-9963-51bd1d535b37"", ""longitude"": ""-93.5813688""}",Uber Eats - Cub (23800 State Highway 7)
"[""truly""]","{""latitude"": ""40.9218443"", ""store_id"": ""7f10f204-3bf1-57ef-9799-60e5a3c873c1"", ""longitude"": ""-98.3585835""}",Uber Eats - Y&N Liquor
"[""truly""]","{""latitude"": ""33.8156309"", ""store_id"": ""f264cc17-1817-5a27-ae83-dddfc2bb2259"", ""longitude"": ""-84.3662436""}","Uber Eats - Tower Beer, Wine & Spirits (Buckhead)"
"[""truly""]","{""latitude"": ""36.3005719"", ""store_id"": ""7d466f2c-ceb8-4351-9d8d-26435307fe1f"", ""longitude"": ""-82.4661994""}",Uber Eats - Walgreens (531 E Jackson Blvd)
"[""truly""]","{""latitude"": ""40.43521757841748"", ""store_id"": ""20b94f85-4bea-5a98-b279-6f8e7b0bb333"", ""longitude"": ""-74.1315840036497""}",Uber Eats - Best Buy Wine and Liquors
"[""truly""]","{""latitude"": ""42.4661808"", ""store_id"": ""fb7b3500-8fdf-5f25-b328-f0546b586f23"", ""longitude"": ""-82.9262717""}",Uber Eats - Kelly's Beverages
