search_terms,additional_data,merchant_name
"[""truly""]","{""latitude"": ""40.7661429"", ""store_id"": ""51c0b69f-e6ab-4694-951a-d7b70e35049b"", ""longitude"": ""-73.9195064""}",Uber Eats - Rite Aid (33-01 30Th Avenue)
"[""truly""]","{""latitude"": ""46.2275704"", ""store_id"": ""2af98f96-ae6e-5b08-b7ce-8fe8da754125"", ""longitude"": ""-119.2448345""}",Uber Eats - Rite Aid (1901 North Steptoe Street)
"[""truly""]","{""latitude"": ""44.0791605"", ""store_id"": ""d6819442-c629-56a1-aa0d-4b16cf313c2c"", ""longitude"": ""-123.0692026""}",Uber Eats - Rite Aid (1560 Coburg Road)
"[""truly""]","{""latitude"": ""33.94813"", ""store_id"": ""19491afb-91e6-5cb4-bc36-7b41f907178e"", ""longitude"": ""-83.41374""}",Uber Eats - ABC Package Store
"[""truly""]","{""latitude"": ""48.7320664"", ""store_id"": ""f53fc1cb-abce-5a93-9357-0de832ac71b8"", ""longitude"": ""-122.4712782""}",Uber Eats - Rite Aid (220 36Th Street)
"[""truly""]","{""latitude"": ""47.2488508"", ""store_id"": ""4ed86698-cf54-5fd1-b7ea-d2aced9dcd72"", ""longitude"": ""-122.2956277""}","Uber Eats - Safeway Beer, Wine & Spirits (900 E Meridian Ave Suite 12)"
"[""truly""]","{""latitude"": ""45.4431205"", ""store_id"": ""4cfab27e-9fbb-5186-95a7-d0f3a034d32c"", ""longitude"": ""-122.6260207""}",Uber Eats - Rite Aid (10860 S.E. Oak Street)
"[""truly""]","{""latitude"": ""47.7771145"", ""store_id"": ""13b44455-5045-5b6b-96be-816998c1e924"", ""longitude"": ""-122.3119205""}",Uber Eats - Rite Aid (20330 Ballinger Way Ne)
"[""truly""]","{""latitude"": ""45.4318297"", ""store_id"": ""feee6177-fb26-5cc8-9b1b-452489281ebd"", ""longitude"": ""-122.7667443""}",Uber Eats - Rite Aid (12080 Sw Main Street)
"[""truly""]","{""latitude"": ""31.8052"", ""store_id"": ""0a69f4f3-c7cc-595d-958c-55bfa099fcfd"", ""longitude"": ""-95.15004""}",Uber Eats - Fat Dogs (Rusk)
"[""truly""]","{""latitude"": ""47.6938116"", ""store_id"": ""68077424-9e14-5ac8-afa3-1897b37b0ae2"", ""longitude"": ""-116.7885731""}",Uber Eats - Rite Aid (208 West Ironwood Drive)
"[""truly""]","{""latitude"": ""47.3138176"", ""store_id"": ""c1fe65c0-b58a-53d2-a121-9778cfd14455"", ""longitude"": ""-122.3179885""}","Uber Eats - Safeway Beer, Wine & Spirits (1207 S 320th St)"
"[""truly""]","{""latitude"": ""40.7564031"", ""store_id"": ""dd18c219-9dc0-50e7-ab55-57d9af8bb5b3"", ""longitude"": ""-73.5874221""}",Uber Eats - Rite Aid (210 Post Avenue)
"[""truly""]","{""latitude"": ""40.6783256"", ""store_id"": ""41d4e238-4c74-46dc-956d-8008e5bddceb"", ""longitude"": ""-73.7775171""}",Uber Eats - Rite Aid (165-02 Baisley Boulevard)
"[""truly""]","{""latitude"": ""45.5062237"", ""store_id"": ""570db56b-dd31-5c75-b8ba-e56aad67b338"", ""longitude"": ""-122.95563""}",Uber Eats - Rite Aid (2425 Se Tualatin Valley Hwy.)
"[""truly""]","{""latitude"": ""33.9462808"", ""store_id"": ""6b74d0a5-5aac-4590-8b52-02aa23455dff"", ""longitude"": ""-117.2445347""}",Uber Eats - Rite Aid (23965 Ironwood Ave)
"[""truly""]","{""latitude"": ""36.8415603"", ""store_id"": ""2f4408e0-5e85-581d-a398-2337931fe55a"", ""longitude"": ""-76.18766""}",Uber Eats - Rite Aid (5795 Princess Anne Road)
"[""truly""]","{""latitude"": ""40.8704849"", ""store_id"": ""25b99a39-a00f-5609-a967-2463cf8c53a1"", ""longitude"": ""-73.4323142""}",Uber Eats - Rite Aid (391 West Main Street)
"[""truly""]","{""latitude"": ""30.21008"", ""store_id"": ""13cc5e33-a6a5-50c4-b7cf-ba0e4d62fa41"", ""longitude"": ""-92.0752226""}",Uber Eats - Ambassador Wine & Spirits (2305 Ambassador Caffery)
"[""truly""]","{""latitude"": ""47.962391"", ""store_id"": ""1c2f930c-d1a3-548f-aa87-d181965410ca"", ""longitude"": ""-122.211946""}","Uber Eats - Safeway Beer, Wine & Spirits (4128 Rucker Ave)"
"[""truly""]","{""latitude"": ""38.5482172"", ""store_id"": ""380fce01-c5b3-4200-9f6f-13a0ed2970de"", ""longitude"": ""-121.3606699""}",Uber Eats - Rite Aid (9133 Kiefer Blvd)
"[""truly""]","{""latitude"": ""40.6694886"", ""store_id"": ""c2876053-4698-4635-9dd7-3a5d17fd0abb"", ""longitude"": ""-73.9128114""}",Uber Eats - Rite Aid (1631-43 Pitkin Avenue)
"[""truly""]","{""latitude"": ""47.1176544"", ""store_id"": ""a19ea6de-de1b-51e4-9eb5-1ff6b3f83807"", ""longitude"": ""-122.4328171""}","Uber Eats - Albertsons Beer, Wine & Spirits (104 Military Rd)"
"[""truly""]","{""latitude"": ""34.91613"", ""store_id"": ""8604c145-cd26-4b35-8f5c-6e4323cd06f2"", ""longitude"": ""-120.43667""}",Uber Eats - Rite Aid (2405 South Broadway)
"[""truly""]","{""latitude"": ""43.0244424"", ""store_id"": ""e34a9f3a-7918-5646-8bb3-7dd782fd7451"", ""longitude"": ""-78.7384406""}",Uber Eats - Rite Aid (1640 Hopkins Road)
"[""truly""]","{""latitude"": ""34.427644"", ""store_id"": ""370c8ea1-62f0-5cdb-bff1-03461f8cfe71"", ""longitude"": ""-117.338081""}",Uber Eats - ARCO (14920 Main Street)
"[""truly""]","{""latitude"": ""47.2726264"", ""store_id"": ""2e2cbe8a-3a94-594c-8c88-344625b1549e"", ""longitude"": ""-122.2274306""}","Uber Eats - Safeway Beer, Wine & Spirits (4010 A St)"
"[""truly""]","{""latitude"": ""47.5165048"", ""store_id"": ""19863114-9597-599a-a7d3-df4d93790fab"", ""longitude"": ""-122.3671359""}","Uber Eats - Safeway Beer, Wine & Spirits (9620 28th Ave SW)"
"[""truly""]","{""latitude"": ""45.70904"", ""store_id"": ""6d41e322-1565-5199-a82b-6b5d3d8d8aed"", ""longitude"": ""-121.53306""}",Uber Eats - Rite Aid (2049 WEST CASCADE AVENUE)
"[""truly""]","{""latitude"": ""33.9250316"", ""store_id"": ""8488ecdc-7425-4949-aebc-a28e5ad721f1"", ""longitude"": ""-116.8859958""}",Uber Eats - Rite Aid (806 Ramsey St)
"[""truly""]","{""latitude"": ""30.42048"", ""store_id"": ""190db89c-13d3-5d3c-b63b-04981f84d2d2"", ""longitude"": ""-97.62838""}",Uber Eats - Saucey (14815 Dessau Rd)
"[""truly""]","{""latitude"": ""36.741375"", ""store_id"": ""60502b02-6540-5811-a28a-c83680537a6e"", ""longitude"": ""-76.2434938""}",Uber Eats - Rite Aid (101 Gainsborough Square)
"[""truly""]","{""latitude"": ""42.4605553"", ""store_id"": ""ab205b1e-069b-5bcc-9e82-28f9dd0c2c4b"", ""longitude"": ""-70.9415667""}",Uber Eats - Ocean Liquors
"[""truly""]","{""latitude"": ""47.356989"", ""store_id"": ""29e79a41-9d88-5175-8aad-0a57d5231bf6"", ""longitude"": ""-122.1664199""}","Uber Eats - Safeway Beer, Wine & Spirits (13101 SE Kent-Kangley Rd)"
"[""truly""]","{""latitude"": ""42.17605"", ""store_id"": ""0db13abe-4186-583c-a3b2-a3fbdd7be187"", ""longitude"": ""-76.83625""}",Uber Eats - Rite Aid (2898 Westinghouse Road)
"[""truly""]","{""latitude"": ""40.8428899"", ""store_id"": ""c6bec6d8-902f-431a-a996-90b70a1911b3"", ""longitude"": ""-73.9390368""}",Uber Eats - Rite Aid (4046 Broadway)
"[""truly""]","{""latitude"": ""41.7175743"", ""store_id"": ""38aad4e8-bc30-50fa-bed3-eb75ca2aad62"", ""longitude"": ""-73.9314395""}",Uber Eats - Rite Aid (3350 North Road)
"[""truly""]","{""latitude"": ""47.784388"", ""store_id"": ""b61657d1-6be2-59a3-911f-92ffddbdba95"", ""longitude"": ""-122.3441709""}","Uber Eats - Safeway Beer, Wine & Spirits (23632 Hwy 99)"
"[""truly""]","{""latitude"": ""42.8415147"", ""store_id"": ""4b1e8187-6cd2-5120-8be8-6e4449294122"", ""longitude"": ""-78.8087783""}",Uber Eats - Rite Aid (845 Abbott Road)
"[""truly""]","{""latitude"": ""45.4031339"", ""store_id"": ""03e45f87-403c-5cc2-99c9-b8f076b0ccd6"", ""longitude"": ""-122.7940105""}","Uber Eats - Rite Aid (16200 Sw Pacific Hwy.,#E)"
"[""truly""]","{""latitude"": ""39.1884035"", ""store_id"": ""f0fba24f-ba3a-53eb-b35e-97efaaf4a468"", ""longitude"": ""-94.5378719""}",Uber Eats - Vivion Liquor Superstore
"[""truly""]","{""latitude"": ""33.8251369"", ""store_id"": ""bbaeacc3-3480-4795-ace4-b2a075751788"", ""longitude"": ""-118.3537695""}",Uber Eats - Rite Aid (3860 Sepulveda Blvd)
"[""truly""]","{""latitude"": ""46.9855078"", ""store_id"": ""31057ed3-b4f0-5ea3-970a-0a34870a8971"", ""longitude"": ""-120.5476428""}",Uber Eats - Rite Aid (700 South Main Street)
"[""truly""]","{""latitude"": ""41.95214"", ""store_id"": ""994ae26f-2873-5391-95c1-4b69c97f0b69"", ""longitude"": ""-70.67193""}",Uber Eats - Speedway (165 SUMMER ST)
"[""truly""]","{""latitude"": ""40.9306479"", ""store_id"": ""7e2e765f-2951-5793-9409-3383d2314f3a"", ""longitude"": ""-73.0336546""}",Uber Eats - Rite Aid (5507 Nesconset Hwy Ste 100)
"[""truly""]","{""latitude"": ""41.9274003"", ""store_id"": ""4f0f6c5d-3b0b-5b34-9c56-c7b5639a2fd8"", ""longitude"": ""-73.9995769""}",Uber Eats - Rite Aid (485 Broadway)
"[""truly""]","{""latitude"": ""40.80204"", ""store_id"": ""c7ea7ba5-5bce-5a9d-bf85-5073c895a6ab"", ""longitude"": ""-72.8691635""}",Uber Eats - Rite Aid (803 Montauk Hwy Unit D)
"[""truly""]","{""latitude"": ""33.6594048"", ""store_id"": ""96d3f354-464d-4a54-9127-e0a4ecc954d3"", ""longitude"": ""-117.918664""}",Uber Eats - Rite Aid (2300 Harbor Blvd Ste G)
"[""truly""]","{""latitude"": ""61.5164106"", ""store_id"": ""86edfaf7-9f26-51ec-b854-cdd8ab68d177"", ""longitude"": ""-149.6225791""}",Uber Eats - Rebel (5721 S Knik Goose Bay Rd)
"[""truly""]","{""latitude"": ""27.8574067"", ""store_id"": ""882085a6-d0bf-57e3-8db6-afd3d4d593e3"", ""longitude"": ""-82.8305875""}",Uber Eats - Wine & Liquors 2
"[""truly""]","{""latitude"": ""41.97669"", ""store_id"": ""9880223a-8e4c-5b03-b64c-2e77cfdd831d"", ""longitude"": ""-87.83711""}",Uber Eats - Marios Wine & Spirits (North Cumberland Ave)
"[""truly""]","{""latitude"": ""47.2944722"", ""store_id"": ""0fd798ee-380a-5d9f-ac73-63c3376f2bf8"", ""longitude"": ""-122.2149921""}",Uber Eats - Rite Aid (1509 Auburn Way South)
"[""truly""]","{""latitude"": ""47.042732"", ""store_id"": ""4a9b5d09-b679-5771-b4fb-59ae1d9e8fe3"", ""longitude"": ""-122.8457668""}","Uber Eats - Albertsons Beer, Wine & Spirits (3520 Pacific Ave SE)"
"[""truly""]","{""latitude"": ""45.22237"", ""store_id"": ""bc14eec2-9ea0-5c82-b665-1897413da14c"", ""longitude"": ""-123.1951""}",Uber Eats - Rite Aid (448 Ne Hwy 99W)
"[""truly""]","{""latitude"": ""47.7232691"", ""store_id"": ""20a1fba1-7b89-5d4e-8e8c-4bb300c3bc9b"", ""longitude"": ""-122.2061439""}","Uber Eats - Safeway Beer, Wine & Spirits (10020 NE 137th St)"
"[""truly""]","{""latitude"": ""37.12296"", ""store_id"": ""3e72a74e-25b9-56dd-9cf1-3881ae0424ba"", ""longitude"": ""-76.39261""}",Uber Eats - Rite Aid (421 Wythe Creek Road)
"[""truly""]","{""latitude"": ""45.6486651"", ""store_id"": ""0c6aed8b-4908-5bec-ad62-3d574827e105"", ""longitude"": ""-122.6669804""}","Uber Eats - Safeway Beer, Wine & Spirits (3707 N Main St)"
"[""truly""]","{""latitude"": ""40.7257391"", ""store_id"": ""50024fe5-b10b-4022-ab4a-f5ce639988d9"", ""longitude"": ""-73.9868571""}",Uber Eats - Rite Aid (81 1St Avenue)
"[""truly""]","{""latitude"": ""43.6227505"", ""store_id"": ""279aec2f-67d2-50af-b369-b221898474eb"", ""longitude"": ""-116.2097216""}",Uber Eats - Rite Aid (1515 West State Street)
"[""truly""]","{""latitude"": ""42.14023"", ""store_id"": ""ecba8c78-9b8b-5480-8e37-bea9f05f6d58"", ""longitude"": ""-77.03966""}",Uber Eats - Rite Aid (100 Conhocton St)
"[""truly""]","{""latitude"": ""42.9029167"", ""store_id"": ""dab53d08-cad3-5f79-98cb-7f1c109b49a3"", ""longitude"": ""-78.8387275""}",Uber Eats - Rite Aid (1070 Genesee Street)
"[""truly""]","{""latitude"": ""40.82418"", ""store_id"": ""08a1d0d9-8cae-5c71-a8e4-c12af60acf33"", ""longitude"": ""-81.93337""}",Uber Eats - Rite Aid (1955 Cleveland Road)
"[""truly""]","{""latitude"": ""32.8025075"", ""store_id"": ""c0d21202-d253-43b5-a6c5-452e72f93ef6"", ""longitude"": ""-96.8000805""}",Uber Eats - Uptown Liquors
"[""truly""]","{""latitude"": ""48.9348585"", ""store_id"": ""db8d3d4e-04f0-5863-bdd9-79ce50bed5a6"", ""longitude"": ""-122.4848249""}",Uber Eats - Rite Aid (8090 Guide Meridian Road.)
"[""truly""]","{""latitude"": ""45.4041204"", ""store_id"": ""734bff32-b541-53dd-a445-a438abf59550"", ""longitude"": ""-122.6213541""}",Uber Eats - Oak Grove Liquor Store
"[""truly""]","{""latitude"": ""42.9589221"", ""store_id"": ""cea6312b-080c-5623-af76-1b9ab71a2725"", ""longitude"": ""-78.8591165""}",Uber Eats - Rite Aid (654 Colvin Avenue)
"[""truly""]","{""latitude"": ""47.6693698"", ""store_id"": ""d03fb99b-ce55-5af2-b576-9ce35d430495"", ""longitude"": ""-117.104068""}","Uber Eats - Safeway Beer, Wine & Spirits (1304 N Liberty Lake Rd)"
"[""truly""]","{""latitude"": ""31.9924727"", ""store_id"": ""01d09eb6-be0a-5408-9eb8-72d17f5d39c4"", ""longitude"": ""-81.2734685""}",Uber Eats - Bradley Liquor
"[""truly""]","{""latitude"": ""33.919321"", ""store_id"": ""f716cdd3-97e3-470f-bc53-1e2dcdb4bb2f"", ""longitude"": ""-117.4894231""}",Uber Eats - Rite Aid (4720 La Sierra Ave)
"[""truly""]","{""latitude"": ""27.87926"", ""store_id"": ""f5e2e662-d7f7-552e-8ea9-366774f8aed9"", ""longitude"": ""-82.72936""}",Uber Eats - REBEL Convenience Stores (11800 66th St)
"[""truly""]","{""latitude"": ""46.56431"", ""store_id"": ""9f6918da-b71d-5e04-bc31-00932979f835"", ""longitude"": ""-120.4802""}",Uber Eats - Rite Aid (2519 Main Street)
"[""truly""]","{""latitude"": ""42.4394"", ""store_id"": ""498d52e3-ec7d-5a2b-9d3f-bea30d8a9687"", ""longitude"": ""-123.31271""}",Uber Eats - Rite Aid (915 Northeast D Street)
"[""truly""]","{""latitude"": ""36.1613947"", ""store_id"": ""e2871ad7-2d60-59dc-aea7-12e12df6e6d3"", ""longitude"": ""-84.0885069""}",Uber Eats - Sp's Wine & Liquor
"[""truly""]","{""latitude"": ""42.42068"", ""store_id"": ""2a12ba1a-8b95-55c7-b405-a1027be16698"", ""longitude"": ""-123.33582""}",Uber Eats - Rite Aid (1642 Williams Highway)
"[""truly""]","{""latitude"": ""47.576717"", ""store_id"": ""462e3cf3-46f2-5adf-8070-a3548de582bf"", ""longitude"": ""-122.1379735""}","Uber Eats - Safeway Beer, Wine & Spirits (15100 SE 38th St)"
"[""truly""]","{""latitude"": ""34.09764"", ""store_id"": ""c62caac3-9d06-574d-b7ee-37db07c117d9"", ""longitude"": ""-117.77165""}",Uber Eats - REBEL Convenience Stores (1947 ' D' Street)
"[""truly""]","{""latitude"": ""40.76086205068378"", ""store_id"": ""1ff1e237-0564-4a2a-8327-9d31b1141c70"", ""longitude"": ""-73.76985937655358""}",Uber Eats - Rite Aid (43-20 Bell Blvd.)
"[""truly""]","{""latitude"": ""42.87981"", ""store_id"": ""cc338a93-0ca0-50e0-946a-9d7fa2c9f4e8"", ""longitude"": ""-78.6961""}",Uber Eats - Rite Aid (4937 Transit Road)
"[""truly""]","{""latitude"": ""47.4804652"", ""store_id"": ""5af751ee-937b-526e-b1a2-9e86a1b65992"", ""longitude"": ""-122.2148508""}","Uber Eats - Safeway Beer, Wine & Spirits (200 S 3rd St)"
"[""truly""]","{""latitude"": ""37.66951"", ""store_id"": ""916756c0-f87d-4d0c-95ee-1a6089f3622a"", ""longitude"": ""-120.99467""}",Uber Eats - Rite Aid (1707 Mchenry Ave)
"[""truly""]","{""latitude"": ""47.7326773"", ""store_id"": ""4b5d621f-2ffd-5f03-ab21-bed437a4cc9f"", ""longitude"": ""-122.174524""}","Uber Eats - Safeway Beer, Wine & Spirits (14444 124th Ave NE)"
"[""truly""]","{""latitude"": ""34.74449"", ""store_id"": ""ea5e96da-fe8a-5d13-8039-84996c9d9c5b"", ""longitude"": ""-120.27926""}",Uber Eats - Los Alamos Market
"[""truly""]","{""latitude"": ""34.34763"", ""store_id"": ""d4877cab-c5ae-47ff-a033-58c54ca2949e"", ""longitude"": ""-119.06946""}",Uber Eats - Rite Aid (221 E Harvard Blvd)
"[""truly""]","{""latitude"": ""42.66603"", ""store_id"": ""2e40885e-b844-5ff3-bf7d-66088ac620be"", ""longitude"": ""-78.88597""}",Uber Eats - Rite Aid (8079 North Main Street)
"[""truly""]","{""latitude"": ""47.1306305"", ""store_id"": ""20402eda-deac-5a57-8c1f-96cdf3d13ae2"", ""longitude"": ""-119.2707633""}",Uber Eats - Rite Aid (500 SOUTH PIONEER WAY)
"[""truly""]","{""latitude"": ""42.2789725"", ""store_id"": ""da0acf1a-19da-5b28-87e1-9a4966b28cdb"", ""longitude"": ""-122.8200022""}",Uber Eats - Rite Aid (636 N Main Street)
"[""truly""]","{""latitude"": ""36.8960827"", ""store_id"": ""6eb949db-82a3-4b4d-bde1-2df41df93a35"", ""longitude"": ""-119.7468806""}",Uber Eats - Rite Aid (2020 E Copper Ave)
"[""truly""]","{""latitude"": ""47.7665039"", ""store_id"": ""201f0fd7-83a9-58df-a956-f05533fc32f4"", ""longitude"": ""-122.2110583""}","Uber Eats - Rite Aid (19107 Bothell Way, N.E.)"
"[""truly""]","{""latitude"": ""47.6804203"", ""store_id"": ""f5d2bfbf-eee1-5e99-aa84-6f4eae1be9d1"", ""longitude"": ""-117.4361387""}","Uber Eats - Safeway Beer, Wine & Spirits (1616 W Northwest Blvd)"
"[""truly""]","{""latitude"": ""47.690123"", ""store_id"": ""b509762b-2fb2-5bab-a8eb-8e9cf3451bfc"", ""longitude"": ""-122.3765905""}","Uber Eats - Safeway Beer, Wine & Spirits (8340 15th Ave NW)"
"[""truly""]","{""latitude"": ""48.93401"", ""store_id"": ""70496a75-e6c8-5246-9b79-0cd51e7a004f"", ""longitude"": ""-122.48562""}","Uber Eats - Safeway Beer, Wine & Spirits (8071 Guide Meridian Rd #101)"
"[""truly""]","{""latitude"": ""38.2444"", ""store_id"": ""2bd14070-9a0f-5a87-8ac7-1dc9b8098f03"", ""longitude"": ""-104.61325""}",Uber Eats - Northern Avenue Liquors
"[""truly""]","{""latitude"": ""47.682574"", ""store_id"": ""43ee93c0-4ee6-554a-b84c-2df1ffe246d3"", ""longitude"": ""-122.2896525""}","Uber Eats - Safeway Beer, Wine & Spirits (7340 35th Ave NE)"
"[""truly""]","{""latitude"": ""45.6815771"", ""store_id"": ""df79ad11-a824-5a35-aef9-0b9cbbed9303"", ""longitude"": ""-122.6682494""}","Uber Eats - Safeway Beer, Wine & Spirits (408 NE 81st St)"
"[""truly""]","{""latitude"": ""47.6129324"", ""store_id"": ""b81511bd-9382-54ea-bfd0-0534af6fb194"", ""longitude"": ""-122.2009185""}","Uber Eats - Safeway Beer, Wine & Spirits (300 Bellevue Way NE)"
"[""truly""]","{""latitude"": ""28.5388192"", ""store_id"": ""6ec7efe6-c32c-553e-b333-c70987fc33a5"", ""longitude"": ""-81.4576157""}",Uber Eats - 7-Eleven (5719 OLD WINTER GARDEN RD)
"[""truly""]","{""latitude"": ""45.4426703"", ""store_id"": ""269e1255-b7a1-5768-a841-9dc5d8d9e992"", ""longitude"": ""-122.8026527""}",Uber Eats - Rite Aid (12240 Sw Scholls Ferry Road)
"[""truly""]","{""latitude"": ""34.2665972"", ""store_id"": ""e5a26a9a-22a5-4a81-8819-31c288f6723b"", ""longitude"": ""-118.5239689""}",Uber Eats - Rite Aid (10823 Zelzah Ave Bldg D)
"[""truly""]","{""latitude"": ""42.3023873"", ""store_id"": ""636bd67e-3d20-5449-befc-379eeb6ef625"", ""longitude"": ""-71.335336""}",Uber Eats - Speedway (230 WORCESTER ST)
"[""truly""]","{""latitude"": ""47.926138"", ""store_id"": ""835c068a-5ec0-5810-8561-4aee7a52ce0f"", ""longitude"": ""-122.0958729""}","Uber Eats - Safeway Beer, Wine & Spirits (1119 13th St)"
"[""truly""]","{""latitude"": ""47.3604888"", ""store_id"": ""5c782d19-de88-52ab-8b57-3815852fe421"", ""longitude"": ""-122.0188181""}","Uber Eats - Safeway Beer, Wine & Spirits (26916 Maple Valley Rd)"
"[""truly""]","{""latitude"": ""26.5290252"", ""store_id"": ""409ed3ed-341a-526e-abf1-7e8e34c9743f"", ""longitude"": ""-81.8533823""}",Uber Eats - REBEL Convenience Stores (14690 Metro Parkwy)
"[""truly""]","{""latitude"": ""47.6290384"", ""store_id"": ""13e87c1a-29a7-5cda-988c-42da00721679"", ""longitude"": ""-117.36748""}",Uber Eats - Rite Aid (2929 East 29Th Avenue)
"[""truly""]","{""latitude"": ""38.13269"", ""store_id"": ""22f8644f-bee4-53b7-8555-1955c64f1e90"", ""longitude"": ""-77.51338""}",Uber Eats - APlus (5123 MUDD TAVERN RD)
"[""truly""]","{""latitude"": ""37.6785517"", ""store_id"": ""11c5a97f-aeab-5f21-979e-54be7fde679d"", ""longitude"": ""-121.7718535""}",Uber Eats - 7-Eleven (1880 FOURTH ST)
"[""truly""]","{""latitude"": ""34.426031672832046"", ""store_id"": ""0d8ea03f-dd99-40c4-a508-4f5aa6112c8a"", ""longitude"": ""-118.42611550861707""}",Uber Eats - Rite Aid (16642 Soledad Canyon Rd)
"[""truly""]","{""latitude"": ""34.1060202"", ""store_id"": ""3c1e2832-2e6a-5a4d-950e-d8a4888318be"", ""longitude"": ""-117.4189681""}",Uber Eats - ARCO (17671 Foothill Boulevard)
"[""truly""]","{""latitude"": ""42.7811441"", ""store_id"": ""711dd1db-85e3-5c7b-beec-dc6e4eac26da"", ""longitude"": ""-73.9553205""}",Uber Eats - Casa Di Vino Spirits
"[""truly""]","{""latitude"": ""44.30305"", ""store_id"": ""c7557648-6442-521d-a0bd-159ff3005a11"", ""longitude"": ""-120.82741""}",Uber Eats - Rite Aid (1575 NORTHEAST 3RD STREET)
"[""truly""]","{""latitude"": ""39.61213"", ""store_id"": ""8116a726-7b35-50c4-bfc5-11b1198413d9"", ""longitude"": ""-105.00579""}",Uber Eats - Woodlawn Liquors
"[""truly""]","{""latitude"": ""42.9382102"", ""store_id"": ""9d367053-7e38-5b2c-94f3-74b3780f58df"", ""longitude"": ""-78.8396371""}",Uber Eats - Rite Aid (2585 Main Street)
"[""truly""]","{""latitude"": ""42.83998"", ""store_id"": ""5dbaf914-bd19-55bf-9634-bec204d86d6e"", ""longitude"": ""-78.75483""}",Uber Eats - Rite Aid (1454 Union Road)
"[""truly""]","{""latitude"": ""41.6867385"", ""store_id"": ""161c720d-bfc4-5d28-b4a0-7d85d75b1802"", ""longitude"": ""-73.9119907""}",Uber Eats - Rite Aid (238 Hooker Avenue)
"[""truly""]","{""latitude"": ""46.14355"", ""store_id"": ""12e9cbd5-7244-551c-8930-75173c04160c"", ""longitude"": ""-122.89567""}",Uber Eats - Rite Aid (230 Kelso Drive)
"[""truly""]","{""latitude"": ""43.1200274"", ""store_id"": ""782a3ef3-b69b-5689-84a2-e976b80ece84"", ""longitude"": ""-77.8062431""}",Uber Eats - Rite Aid (4374 Buffalo Road)
"[""truly""]","{""latitude"": ""47.6176453"", ""store_id"": ""079a4169-5bdc-55ce-9f04-00b82072d923"", ""longitude"": ""-122.3039412""}","Uber Eats - Safeway Beer, Wine & Spirits (2201 E Madison St)"
"[""truly""]","{""latitude"": ""47.75919017693218"", ""store_id"": ""696e2fb6-4dd9-53bf-b82c-362169ed58fb"", ""longitude"": ""-122.24897677337054""}","Uber Eats - Rite Aid (18022 68Th Avenue, Ne)"
"[""truly""]","{""latitude"": ""27.96072"", ""store_id"": ""f98cd8be-f8d0-597c-9faf-11b58fee9e20"", ""longitude"": ""-82.80042""}",Uber Eats - REBEL Convenience Stores (500 S Fort Harrison Ave)
"[""truly""]","{""latitude"": ""30.4022271"", ""store_id"": ""a08808ef-39af-5a33-b9e7-ec235de8c582"", ""longitude"": ""-86.8751658""}",Uber Eats - ABC Fine Wine & Spirits (Navarre)
"[""truly""]","{""latitude"": ""47.43103"", ""store_id"": ""c198b857-cbec-58b7-8cd1-a4647524abb9"", ""longitude"": ""-120.32402""}","Uber Eats - Safeway Beer, Wine & Spirits (501 N Miller St)"
"[""truly""]","{""latitude"": ""34.0234398"", ""store_id"": ""fc8f2c1e-da62-531e-b650-b95885a4eab1"", ""longitude"": ""-84.2521639""}",Uber Eats - Grapes & Grains Wine & Spirits (Old Alabama Rd)
"[""truly""]","{""latitude"": ""40.57058"", ""store_id"": ""6ffed132-83cc-4db2-b6ed-4b98c19489cc"", ""longitude"": ""-122.35366""}",Uber Eats - Rite Aid (975 E Cypress Ave)
"[""truly""]","{""latitude"": ""47.1641887"", ""store_id"": ""25c12071-3ab5-5472-bf99-72c783bdb3e0"", ""longitude"": ""-122.5186623""}","Uber Eats - Safeway Beer, Wine & Spirits (10223 Gravelly Lake Dr SW)"
"[""truly""]","{""latitude"": ""33.7888327"", ""store_id"": ""91ee8574-a995-4128-9bf3-42d80eb655cb"", ""longitude"": ""-118.0309897""}",Uber Eats - Rite Aid (11961 Valley View St)
"[""truly""]","{""latitude"": ""32.3670309"", ""store_id"": ""b5e48e12-0633-5ff3-b23f-0e09acae9b1e"", ""longitude"": ""-86.271775""}",Uber Eats - Tobacco N Beverage Outlet # 1
"[""truly""]","{""latitude"": ""33.9788552"", ""store_id"": ""3eb55342-db00-4ee5-81c1-3e458953cadb"", ""longitude"": ""-117.4590515""}",Uber Eats - Rite Aid (8015 Limonite Ave)
"[""truly""]","{""latitude"": ""47.7454694"", ""store_id"": ""19b7a3c1-7080-5975-b8a6-bca04356376c"", ""longitude"": ""-116.7875827""}",Uber Eats - Rite Aid (43 West Prairie Shopping Ctr)
"[""truly""]","{""latitude"": ""47.8769276"", ""store_id"": ""91abd110-fc19-5fe2-8bf4-0b648193ef29"", ""longitude"": ""-122.1870546""}","Uber Eats - Albertsons Beer, Wine & Spirits (3322 132nd St SE)"
"[""truly""]","{""latitude"": ""38.79199"", ""store_id"": ""869cd11c-c706-5478-b345-8b9d5c917f9e"", ""longitude"": ""-121.26162""}","Uber Eats - Saucey (2600 Sunset Blvd, #101)"
"[""truly""]","{""latitude"": ""40.7439705"", ""store_id"": ""881d42e2-ea67-456d-bd5c-fa4c2d4852cb"", ""longitude"": ""-73.9142138""}",Uber Eats - Rite Aid (50-15 Roosevelt Avenue)
